#expressedGenes,#expressedDiseaseGenes,lcc,lcczscore
4260,8,2,3.0
8216,17,3,2.508061
7711,12,3,3.869565
7956,17,4,4.592867
5207,13,3,2.853145
6528,7,3,8.168874
9183,17,3,1.522105
5335,8,2,2.844452
5145,9,3,4.066514
5621,9,2,3.644957
2351,5,1,-0.281939
7906,16,3,3.131935
7246,14,2,0.980196
3434,7,2,2.713602
1208,1,1,0.0
1961,4,1,-0.274352
6680,10,2,1.850854
6948,12,2,0.894447
7261,10,2,1.593118
3498,7,2,1.430149
5466,8,2,1.662145
4390,11,3,2.512912
4688,7,2,2.483064
7369,12,3,2.694687
6768,10,2,2.067904
2813,6,1,-0.356332
6650,12,3,2.560001
3000,4,1,-0.239957
7205,14,3,2.636879
4259,6,1,-0.294884
9128,18,3,2.447078
4011,4,1,-0.229416
7745,11,2,2.09108
7527,14,3,2.817201
5979,13,3,4.151579
6489,7,2,3.958114
7578,10,2,0.996082
7926,16,3,2.301174
6008,11,1,-0.495188
6943,11,3,4.871779
6024,8,3,5.7853
2163,1,1,0.0
8639,14,3,2.799023
5639,13,3,2.705185
4910,8,1,-0.329617
2080,3,1,-0.142857
2927,5,1,-0.274352
6926,12,3,2.694687
7319,11,3,4.737271
7901,15,3,2.824231
5927,10,1,-0.431484
8573,11,3,3.869565
5241,3,1,0.0
3369,8,3,5.181036
5567,9,2,2.396668
6237,11,3,3.471314
4129,9,1,-0.508913
4922,9,3,4.34039
7317,10,2,1.734393
5597,7,1,-0.301511
1903,2,1,-0.100504
4751,7,1,-0.274352
5762,8,2,2.29517
5617,13,2,1.611559
6390,11,2,1.4
3551,6,1,-0.333333
6155,10,1,-0.329617
4685,9,1,-0.468521
6497,10,3,3.891856
6326,11,2,0.901456
2365,4,1,-0.204124
1752,2,1,0.0
5881,12,2,1.382047
6288,11,3,3.517632
3058,4,2,4.898979
6860,13,3,3.079589
6632,9,2,2.067904
3908,6,1,-0.314485
4117,7,2,1.630627
4490,10,2,1.788854
3851,9,3,3.869565
5470,8,2,2.478479
6325,11,2,1.942385
6545,14,3,3.271652
948,3,1,-0.229416
6076,8,2,2.002981
4895,9,3,3.635026
8595,12,3,3.131935
2510,5,1,-0.274352
4289,8,1,-0.423547
7416,13,3,4.110453
3993,7,2,3.179797
5769,9,2,1.581339
8031,15,3,2.529956
2275,1,1,0.0
6645,9,3,5.504336
1682,4,1,-0.217072
3650,4,1,-0.175863
5839,10,2,2.213211
2220,2,1,0.0
1702,4,2,4.898979
7708,12,2,1.347151
6941,14,3,2.339501
7078,15,3,2.80938
1490,2,1,-0.142857
8425,14,3,2.372255
7522,10,2,2.064742
4393,7,2,3.391165
2697,6,2,2.517008
7495,15,2,0.771845
5449,10,3,3.913571
1309,0,0,0.0
4452,9,2,1.7997
4626,4,2,4.898979
1512,3,1,-0.175863
1736,3,1,-0.100504
6630,12,3,2.391169
4803,7,1,-0.351562
7382,15,3,2.883223
3172,3,1,0.0
7682,13,3,3.200529
7008,13,3,3.241247
6630,9,1,-0.351562
7598,14,3,3.544745
5786,11,3,4.559354
3332,8,2,2.483064
7029,15,2,0.822179
6589,9,2,2.708013
8136,15,3,3.517632
5328,10,2,2.002981
3083,6,2,2.850718
2064,4,1,-0.204124
5622,6,1,-0.217072
5395,7,2,2.850718
7482,14,3,3.401088
6235,9,1,-0.415581
2392,3,1,-0.142857
6850,10,2,2.076881
5669,10,2,1.839484
7157,13,3,3.091764
6102,8,2,3.0
1608,2,1,0.0
6172,13,2,1.572427
2718,5,1,-0.229416
8898,16,3,2.599777
5211,6,1,-0.252646
5476,14,3,3.362866
5396,7,2,2.147318
4850,6,2,3.958114
3340,7,1,-0.274352
1892,3,1,-0.142857
7500,13,3,3.471314
7309,13,3,3.099668
2955,3,1,-0.229416
6271,10,2,1.398757
2573,4,1,-0.258199
4756,7,1,-0.3386
3528,5,1,-0.252646
4793,6,2,3.958114
2010,3,1,-0.229416
8532,18,3,2.537236
6742,9,2,2.708013
6842,12,2,1.529493
4998,7,3,4.110453
7304,12,3,2.588296
6740,10,1,-0.471405
4208,9,3,3.415507
7405,9,1,-0.386556
5755,11,4,4.961951
6045,9,3,4.737271
3105,3,1,-0.100504
3890,2,1,-0.100504
5433,9,3,3.944799
1892,2,1,-0.100504
5957,8,2,2.213211
5690,7,2,3.179797
7636,14,3,3.830744
3929,8,1,-0.386556
3102,5,1,-0.252646
5746,9,2,2.137744
6820,12,3,3.732031
2154,3,1,-0.100504
4249,5,1,-0.229416
6997,12,3,3.574756
3474,4,1,-0.135388
8013,15,3,2.666667
7667,14,3,2.599777
6666,11,2,1.460593
2791,5,1,-0.19245
4969,9,3,3.912077
3661,9,1,-0.468521
7220,14,3,3.008748
2918,6,1,-0.314485
3743,9,2,1.450105
4959,10,2,1.283715
5778,10,3,4.613805
6193,11,3,3.891856
2030,4,1,-0.229416
3704,7,3,5.504336
5960,8,2,3.644957
7340,13,3,2.709505
7819,12,2,1.832261
4121,10,3,4.110453
1786,4,1,-0.252646
3500,6,1,-0.204124
5472,14,3,3.016415
1325,1,1,0.0
6451,12,3,2.692736
6555,11,3,3.732031
6083,10,3,3.143223
4579,6,1,-0.333333
4471,6,3,8.168874
2670,3,1,-0.229416
5203,9,2,2.223472
7768,10,2,3.958114
3411,7,2,2.024791
4686,7,1,-0.314485
4014,5,1,-0.294884
3527,8,2,1.942385
6463,11,2,2.064742
7300,12,3,3.798773
6217,13,3,2.312899
5196,9,3,5.304727
9012,13,2,1.33928
6975,9,1,-0.333333
7352,13,3,3.112743
7588,14,3,3.912077
5277,8,1,-0.407407
3637,5,1,-0.281939
7665,16,3,1.818831
4091,5,1,-0.229416
7790,13,2,2.064742
5132,10,2,1.781955
5072,8,2,3.644957
1979,4,2,9.949874
5412,5,1,-0.274352
5454,7,2,2.708013
2962,3,1,-0.142857
7099,10,3,4.963973
5697,9,2,2.011435
3567,5,1,-0.252646
2733,5,2,3.179797
2430,2,1,0.0
8049,14,3,2.466536
6274,8,2,1.950378
6316,12,2,1.187631
4221,7,2,1.775695
6246,8,2,3.007114
4889,8,1,-0.362887
3342,4,1,-0.274352
1770,1,1,0.0
4854,8,2,3.391165
6155,13,3,2.979633
7980,10,3,3.635026
5262,10,3,5.181036
5682,7,1,-0.294884
2729,2,1,0.0
1579,3,1,-0.142857
2225,5,1,-0.320358
6345,8,2,2.384681
7756,15,3,2.512912
7443,14,4,3.710023
4518,7,1,-0.351562
3381,6,1,-0.3386
7697,11,1,-0.378284
2184,4,1,-0.175863
2018,1,1,0.0
7718,11,3,5.181036
4870,7,2,3.187999
5542,14,3,2.353265
7164,11,2,2.002981
5495,9,3,4.963973
3563,9,2,2.213211
7705,11,3,4.272392
8880,17,3,2.552342
7109,15,3,2.966907
3145,4,1,-0.175863
3286,8,2,1.885618
1735,3,1,-0.142857
6221,11,3,2.654954
6965,11,2,2.067904
4145,7,2,2.384681
4076,7,1,-0.333333
6530,6,1,-0.175863
6335,8,2,1.850854
3025,5,1,-0.204124
3412,6,1,-0.238919
2205,3,1,-0.204124
1697,1,1,0.0
2682,3,1,0.0
6990,12,3,3.635026
7553,16,3,2.409783
6639,13,3,3.869565
9257,15,3,3.316625
7010,12,2,1.243702
3416,2,1,0.0
8784,14,3,2.94711
4922,10,3,3.994457
8336,14,3,3.401088
8136,12,3,3.333847
3344,6,1,-0.314485
3341,4,1,-0.204124
4090,5,1,-0.175863
7705,13,3,3.05329
7338,10,2,1.31711
7241,13,3,3.173911
6716,11,2,1.705606
7827,12,2,1.257313
6329,12,3,3.841749
9287,18,3,3.016415
3512,7,1,-0.369274
6701,11,2,1.356801
2401,2,1,-0.142857
6530,12,3,4.300232
6605,11,3,4.29696
2139,3,2,0.0
6697,10,3,2.961954
4582,7,1,-0.314485
7082,10,2,1.518587
7387,13,3,3.077266
6275,12,1,-0.594803
7190,14,3,2.626872
7583,18,3,1.869481
5744,10,2,1.296357
7455,11,2,1.354526
6410,11,2,1.444444
5425,9,2,2.002981
1806,6,1,-0.261488
8077,16,3,2.509609
6211,10,2,1.685303
7123,11,4,6.800567
6524,9,2,1.632993
4362,7,1,-0.301511
2571,5,2,3.644957
2235,2,1,0.0
4981,8,1,-0.356332
7257,13,3,3.517632
3123,5,1,-0.229416
5366,7,1,-0.356332
5126,5,1,-0.135388
3815,8,2,1.652574
8971,15,3,3.11736
2931,3,1,-0.142857
7410,12,3,3.016415
4558,6,1,-0.229416
7209,10,3,4.255499
5118,11,3,3.732031
5164,9,2,1.611559
3837,6,1,-0.252646
6522,11,3,2.942859
6853,14,2,0.992296
6336,9,2,2.134375
4584,7,3,6.333333
8516,16,4,4.229239
6622,12,2,1.507557
1817,3,1,-0.229416
5757,11,3,3.732031
6656,12,3,3.05329
3618,7,1,-0.45257
7205,10,2,1.535019
7764,18,3,2.828427
6190,12,3,3.446562
2764,6,1,-0.386556
8313,12,2,0.865277
3403,11,3,3.198078
6999,13,2,1.566726
7479,10,1,-0.390567
5204,9,2,1.839484
6893,16,2,0.844989
2817,3,1,-0.175863
7431,13,2,1.398757
7038,13,2,1.283715
6154,5,1,-0.239957
2539,8,2,1.839484
7029,14,3,3.732031
6302,11,3,3.311924
5286,10,2,2.213211
4066,5,1,-0.239957
5973,12,3,3.263767
6030,12,2,1.850854
7492,14,3,2.560001
5821,12,3,2.428107
4221,6,2,3.007114
